Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
SSD,ASX8000NP-128GM-C,Adata,XPG SX8000 NVMe PCIe M.2 128GB,165,114,108,https://ssd.userbenchmark.com/SpeedTest/214181/NVMe-ADATA-SX8000NP
SSD,MZ-75E500B,Samsung,850 Evo 500GB,166,114,429703,https://ssd.userbenchmark.com/Samsung-850-Evo-500GB/Rating/3477
SSD,SA1000M8/240G,Kingston,A1000 NVMe PCIe M.2 240GB,167,113,14498,https://ssd.userbenchmark.com/SpeedTest/497453/KINGSTON-SA1000M8240G
SSD,MZ-76P1T0B,Samsung,860 Pro 1TB,168,113,1871,https://ssd.userbenchmark.com/SpeedTest/434505/Samsung-SSD-860-PRO-1TB
SSD,MDNVME80-SBX-0256,MyDigitalSSD,SBX NVMe PCIe M.2 256GB,169,113,140,https://ssd.userbenchmark.com/SpeedTest/456332/SBX
SSD,MKNP44SC240GB,Mushkin,Scorpion Deluxe PCIe 240GB,170,112,45,https://ssd.userbenchmark.com/SpeedTest/18266/Mushkin-Scorpion-Deluxe
SSD,MZ-76P512B,Samsung,860 Pro 512GB,171,112,5071,https://ssd.userbenchmark.com/SpeedTest/431483/Samsung-SSD-860-PRO-512GB
SSD,,Samsung,MZFLV512 NVMe PCIe M.2 512GB,172,111,1134,https://ssd.userbenchmark.com/SpeedTest/36829/NVMe-SAMSUNG-MZFLV512
SSD,ASU800SS-2TT-C,Adata,Ultimate SU800 2TB,173,110,691,https://ssd.userbenchmark.com/SpeedTest/584479/ADATA-SU800
SSD,ASX7000NP-256GT-C,Adata,XPG SX7000 NVMe PCIe M.2 256GB,174,110,1412,https://ssd.userbenchmark.com/SpeedTest/304438/NVMe-ADATA-SX7000NP
SSD,MZ-76P256BW,Samsung,860 Pro 256GB,175,110,3716,https://ssd.userbenchmark.com/Samsung-860-Pro-256GB/Rating/3950
SSD,MZHPU128HCGM,Samsung,XP941 PCIe M.2 128GB,176,109,617,https://ssd.userbenchmark.com/SpeedTest/6251/SAMSUNG-MZHPU128HCGM-00000
SSD,CT1000MX500SSD1,Crucial,MX500 1TB,177,109,42265,https://ssd.userbenchmark.com/SpeedTest/406099/CT1000MX500SSD1
SSD,SSDPEKKF360G7X1,Intel,Pro 6000p NVMe PCIe M.2 360GB,178,108,618,https://ssd.userbenchmark.com/SpeedTest/296966/INTEL-SSDPEKKF360G7H
SSD,CT500MX500SSD1,Crucial,MX500 500GB,179,108,76629,https://ssd.userbenchmark.com/SpeedTest/418385/CT500MX500SSD1
SSD,GP-GSM2NE8256GNTD,Gigabyte,NVMe PCIe M.2 256GB,180,108,1348,https://ssd.userbenchmark.com/SpeedTest/599447/GIGABYTE-GP-GSM2NE8256GNTD
SSD,MZ-7KE2T0BW,Samsung,850 Pro 2TB,181,108,1249,https://ssd.userbenchmark.com/SpeedTest/38860/Samsung-SSD-850-PRO-2TB
SSD,SSDSC2KW512G8,Intel,545s Series 512GB,182,107,4862,https://ssd.userbenchmark.com/SpeedTest/302752/INTEL-SSDSC2KW512G8
SSD,MZ-75E4T0B,Samsung,850 Evo 4TB,183,107,422,https://ssd.userbenchmark.com/SpeedTest/169156/Samsung-SSD-850-EVO-4TB
SSD,ASU800SS-1TT-C,Adata,Ultimate SU800 1TB,184,107,7601,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-1TB/Rating/3914
SSD,SSDPEKKF256G7X1,Intel,Pro 6000p NVMe PCIe M.2 256GB,185,107,4757,https://ssd.userbenchmark.com/SpeedTest/304420/INTEL-SSDPEKKF256G7H
SSD,CT2000MX500SSD1,Crucial,MX500 2TB,186,107,7373,https://ssd.userbenchmark.com/SpeedTest/421719/CT2000MX500SSD1
SSD,MZ-76E4T0B/AM,Samsung,860 QVO 4TB,187,107,362,https://ssd.userbenchmark.com/SpeedTest/743794/Samsung-SSD-860-QVO-4TB
SSD,MZ-76E500B,Samsung,860 Evo 500GB,188,106,244457,https://ssd.userbenchmark.com/SpeedTest/428560/Samsung-SSD-860-EVO-500GB
SSD,MZ-7KE1T0BW,Samsung,850 Pro 1TB,189,106,13895,https://ssd.userbenchmark.com/Samsung-850-Pro-1TB/Rating/3577
SSD,MZ-7TE1T0BW,Samsung,840 Evo 1TB,190,106,16110,https://ssd.userbenchmark.com/SpeedTest/1436/Samsung-SSD-840-EVO
SSD,MKNP44SC480GB,Mushkin,Scorpion Deluxe PCIe 480GB,191,106,80,https://ssd.userbenchmark.com/SpeedTest/11924/Mushkin-Scorpion-Deluxe
SSD,MZ-76Q2T0B/AM,Samsung,860 QVO 2TB,192,105,3618,https://ssd.userbenchmark.com/SpeedTest/719017/Samsung-SSD-860-QVO-2TB
SSD,ASU800SS-512GT-C,Adata,Ultimate SU800 512GB,193,104,9098,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-512GB/Rating/3913
SSD,TS256GMTE820,Transcend,MTE820 NVMe PCIe M.2 256GB,194,104,108,https://ssd.userbenchmark.com/SpeedTest/437614/TS256GMTE820
SSD,MZ-7TE500BW,Samsung,840 Evo 500GB,195,104,37497,https://ssd.userbenchmark.com/SpeedTest/1519/Samsung-SSD-840-EVO-500GB
SSD,MZ-750500BW,Samsung,750 EVO 500GB,196,104,16595,https://ssd.userbenchmark.com/SpeedTest/143302/Samsung-SSD-750-EVO-500GB
SSD,MZ-7KE256BW,Samsung,850 Pro 256GB,197,103,85349,https://ssd.userbenchmark.com/Samsung-850-Pro-256GB/Rating/2385
SSD,MZ-75E250B,Samsung,850 Evo 250GB,198,103,520826,https://ssd.userbenchmark.com/Samsung-850-Evo-250GB/Rating/2977
SSD,MZ-7KE512BW,Samsung,850 Pro 512GB,199,103,38248,https://ssd.userbenchmark.com/Samsung-850-Pro-512GB/Rating/3478
SSD,MZ-7TE750BW,Samsung,840 Evo 750GB,200,103,1902,https://ssd.userbenchmark.com/SpeedTest/2175/Samsung-SSD-840-EVO-750GB
SSD,MZ-76E250B,Samsung,860 Evo 250GB,201,103,116906,https://ssd.userbenchmark.com/Samsung-860-Evo-250GB/Rating/3949
SSD,CT250MX500SSD1,Crucial,MX500 250GB,202,102,29848,https://ssd.userbenchmark.com/Crucial-MX500-250GB/Rating/3951
SSD,CT480BX300SSD1,Crucial,BX300 480GB,203,102,1820,https://ssd.userbenchmark.com/Crucial-BX300-480GB/Rating/3947
SSD,PX-G128M6e,Plextor,M6e PCIe M.2 128GB,204,102,469,https://ssd.userbenchmark.com/SpeedTest/15095/PLEXTOR-PX-G128M6e
SSD,WDS100T2B0A,WD,Blue 3D 1TB,205,102,8887,https://ssd.userbenchmark.com/SpeedTest/352978/WDC-WDS100T2B0A-00SM50
SSD,WDS100T2B0B,WD,Blue 3D SATA M.2 1TB,206,101,5064,https://ssd.userbenchmark.com/SpeedTest/342470/WDC-WDS100T2B0B-00YS70
SSD,SDSSDH3-1T00-G25,SanDisk,Ultra 3D 1TB,207,101,3215,https://ssd.userbenchmark.com/SpeedTest/316514/SanDisk-SDSSDH31000G
SSD,SDSSDH3-2T00-G25,SanDisk,Ultra 3D 2TB,208,100,1624,https://ssd.userbenchmark.com/SpeedTest/351750/SanDisk-SDSSDH32000G
SSD,MZ-76Q1T0B/AM,Samsung,860 QVO 1TB,209,100,23248,https://ssd.userbenchmark.com/SpeedTest/667965/Samsung-SSD-860-QVO-1TB
SSD,MZ-7KE128BW,Samsung,850 Pro 128GB,210,99.9,12534,https://ssd.userbenchmark.com/Samsung-850-Pro-128GB/Rating/3483
SSD,WDS200T2B0A,WD,Blue 3D 2TB,211,99.8,702,https://ssd.userbenchmark.com/SpeedTest/373739/WDC-WDS200T2B0A-00SM50
SSD,WDS500G2B0B,WD,Blue 3D SATA M.2 500GB,212,98.9,10005,https://ssd.userbenchmark.com/SpeedTest/325788/WDC-WDS500G2B0B-00YS70
SSD,2LU81AA#ABL,HP,S700 Pro 1TB,213,98.4,36,https://ssd.userbenchmark.com/SpeedTest/387205/HP-SSD-S700-Pro-1TB
SSD,MZ-75E120B,Samsung,850 Evo 120GB,214,97.9,46427,https://ssd.userbenchmark.com/Samsung-850-Evo-120GB/Rating/3484
SSD,VTR180-25SAT3-960G,Toshiba,OCZ VT180 960GB,215,97.9,60,https://ssd.userbenchmark.com/SpeedTest/171904/TOSHIBA-VT180
SSD,WDS500G2B0A,WD,Blue 3D 500GB,216,97.8,19137,https://ssd.userbenchmark.com/SpeedTest/337874/WDC-WDS500G2B0A-00SM50
SSD,2AP99AA#ABL,HP,S700 Pro 512GB,217,97.7,360,https://ssd.userbenchmark.com/SpeedTest/370902/HP-SSD-S700-Pro
SSD,SDSSDH3-500G-G25,SanDisk,Ultra 3D 500GB,218,97.1,5994,https://ssd.userbenchmark.com/SpeedTest/322712/SanDisk-SDSSDH3500G
SSD,CSSD-F120GBMP300,Corsair,Force MP300 NVMe PCIe M.2 120GB,219,96.9,2252,https://ssd.userbenchmark.com/SpeedTest/534036/NVMe-Force-MP300
SSD,CT250MX200SSD4,Crucial,MX200 SATA M.2 250GB,220,96.8,1263,https://ssd.userbenchmark.com/SpeedTest/23955/Crucial-CT250MX200SSD4
SSD,ASU800SS-256GT-C,Adata,Ultimate SU800 256GB,221,96.4,17451,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-256GB/Rating/3912
SSD,CT500MX200SSD4,Crucial,MX200 SATA M.2 500GB,222,96.3,764,https://ssd.userbenchmark.com/SpeedTest/23836/Crucial-CT500MX200SSD4
SSD,MZ-7TE250BW,Samsung,840 Evo 250GB,223,96.1,129075,https://ssd.userbenchmark.com/Samsung-840-Evo-250GB/Rating/1594
SSD,MDNVME80-SBX-0128,MyDigitalSSD,SBX NVMe PCIe M.2 128GB,224,96,93,https://ssd.userbenchmark.com/SpeedTest/431053/SBX
SSD,2AP98AA#ABL,HP,S700 Pro 256GB,225,95.8,528,https://ssd.userbenchmark.com/SpeedTest/366058/HP-SSD-S700-Pro
SSD,SSDSC2KW256G8,Intel,545s Series 256GB,226,95.7,6346,https://ssd.userbenchmark.com/SpeedTest/299881/INTEL-SSDSC2KW256G8
SSD,MZ-7PD512BW,Samsung,840 Pro 512GB,227,95.7,7231,https://ssd.userbenchmark.com/SpeedTest/2708/Samsung-SSD-840-PRO-Series
SSD,SSDPEKKW128G7X1,Intel,600p Series NVMe PCIe M.2 128GB,228,95.2,5750,https://ssd.userbenchmark.com/SpeedTest/170119/INTEL-SSDPEKKW128G7
SSD,SDSSDXPS-960G-G25,SanDisk,Extreme Pro 960GB,229,95,1631,https://ssd.userbenchmark.com/SanDisk-Extreme-Pro-960GB/Rating/3581
SSD,GP-GSM2NE8128GNTD,Gigabyte,NVMe PCIe M.2 128GB,230,95,612,https://ssd.userbenchmark.com/SpeedTest/602706/GIGABYTE-GP-GSM2NE8128GNTD
SSD,SSDSC2BP480G410,Intel,730 Series 480GB,231,94.9,3106,https://ssd.userbenchmark.com/Intel-730-Series-480GB/Rating/3479
SSD,MZ-750250BW,Samsung,750 EVO 250GB,232,94.9,42335,https://ssd.userbenchmark.com/SpeedTest/71929/Samsung-SSD-750-EVO-250GB
SSD,SDSSDXPS-480G-G25,SanDisk,Extreme Pro 480GB,233,94.7,4392,https://ssd.userbenchmark.com/SanDisk-Extreme-Pro-480GB/Rating/3476
SSD,CT240BX300SSD1,Crucial,BX300 240GB,234,94.1,3779,https://ssd.userbenchmark.com/Crucial-BX300-240GB/Rating/3946
SSD,SHSS37A/960G,HyperX,Savage 960GB,235,93.9,959,https://ssd.userbenchmark.com/HyperX-Savage-960GB/Rating/3580
SSD,VTR1-25SAT3-256G,OCZ,Vector 256GB,236,93.9,1383,https://ssd.userbenchmark.com/OCZ-Vector-256GB/Rating/1424
SSD,CT250MX200SSD1,Crucial,MX200 250GB,237,93.9,13918,https://ssd.userbenchmark.com/Crucial-MX200-250GB/Rating/3196
SSD,SSD7CS2211-480-PB,PNY,CS2211 480GB,238,93.8,1286,https://ssd.userbenchmark.com/PNY-CS2211-480GB/Rating/3630
SSD,VTR1-25SAT3-512G,OCZ,Vector 512GB,239,93.8,224,https://ssd.userbenchmark.com/SpeedTest/1810/OCZ-VECTOR
SSD,VTR180-25SAT3-480G,Toshiba,OCZ VT180 480GB,240,93.7,72,https://ssd.userbenchmark.com/SpeedTest/146334/TOSHIBA-VT180
SSD,VTX4-25SAT3-512G,OCZ,Vertex 4 512GB,241,93.7,980,https://ssd.userbenchmark.com/SpeedTest/4340/OCZ-VERTEX4
SSD,PX-256M6Pro,Plextor,M6 Pro 256GB,242,93.3,618,https://ssd.userbenchmark.com/SpeedTest/14560/PLEXTOR-PX-256M6Pro
SSD,MKNSSDST960GB,Mushkin,Striker 960GB,243,93.2,15,https://ssd.userbenchmark.com/SpeedTest/25597/MKNSSDST960GB
SSD,PX-512M6V,Plextor,M6V 512GB,244,93,32,https://ssd.userbenchmark.com/SpeedTest/31388/PLEXTOR-PX-512M6V
SSD,CT1050MX300SSD1,Crucial,MX300 1TB,245,93,10629,https://ssd.userbenchmark.com/Crucial-MX300-1TB/Rating/3645
SSD,SSD7CS1311-960-RB,PNY,CS1311 960GB,246,93,1761,https://ssd.userbenchmark.com/PNY-CS1311-960GB/Rating/3617
SSD,CT1050MX300SSD4,Crucial,MX300 SATA M.2 1TB,247,93,2932,https://ssd.userbenchmark.com/SpeedTest/182535/Crucial-CT1050MX300SSD4
SSD,CT1000BX100SSD1,Crucial,BX100 1TB,248,93,837,https://ssd.userbenchmark.com/SpeedTest/22670/CT1000BX100SSD1
SSD,MZ-750120BW,Samsung,750 EVO 120GB,249,92.9,10843,https://ssd.userbenchmark.com/SpeedTest/42465/Samsung-SSD-750-EVO-120GB
SSD,VTR150-25SAT3-480G,OCZ,Vector 150 480GB,250,92.9,301,https://ssd.userbenchmark.com/SpeedTest/7037/OCZ-VECTOR150
SSD,VTR180-25SAT3-960G,OCZ,Vector 180 960GB,251,92.9,250,https://ssd.userbenchmark.com/SpeedTest/30972/OCZ-VECTOR180
SSD,PX-512M6Pro,Plextor,M6 Pro 512GB,252,92.6,121,https://ssd.userbenchmark.com/SpeedTest/15117/PLEXTOR-PX-512M6Pro
SSD,CT512M550SSD4,Crucial,M550 SATA M.2 512GB,253,92.6,120,https://ssd.userbenchmark.com/SpeedTest/15375/Crucial-CT512M550SSD4
SSD,MZ-7PD256BW,Samsung,840 Pro 256GB,254,92.6,39565,https://ssd.userbenchmark.com/Samsung-840-Pro-256GB/Rating/1408
SSD,VTR180-25SAT3-480G,OCZ,Vector 180 480GB,255,92,694,https://ssd.userbenchmark.com/OCZ-Vector-180-480GB/Rating/3508
SSD,CT256M550SSD4,Crucial,M550 SATA M.2 256GB,256,91.9,101,https://ssd.userbenchmark.com/SpeedTest/12143/Crucial-CT256M550SSD4
SSD,CT256M550SSD1,Crucial,M550 256GB,257,91.8,5525,https://ssd.userbenchmark.com/Crucial-M550-256GB/Rating/2000
SSD,PI480GS25SSDR,Patriot,Ignite 480GB,258,91.8,1307,https://ssd.userbenchmark.com/Patriot-Ignite-480GB/Rating/3574
SSD,CSSD-N960GBXT,Corsair,Neutron XT 960GB,259,91.8,112,https://ssd.userbenchmark.com/SpeedTest/23267/Corsair-Neutron-XT-SSD
SSD,SDSSDXP-480G-G25,SanDisk,Extreme II 480GB,260,91.7,972,https://ssd.userbenchmark.com/SpeedTest/2135/SanDisk-SDSSDXP480G
SSD,CT512M550SSD1,Crucial,M550 512GB,261,91.7,3264,https://ssd.userbenchmark.com/SpeedTest/7172/Crucial-CT512M550SSD1
SSD,SDSSDXPS-240G,SanDisk,Extreme Pro 240GB,262,91.6,7779,https://ssd.userbenchmark.com/SanDisk-Extreme-Pro-240GB/Rating/2356
SSD,,Toshiba, THNSN5128GPUK NVMe PCIe M.2 128GB,263,91.4,752,https://ssd.userbenchmark.com/SpeedTest/335393/NVMe-THNSN5128GPUK-TO
SSD,VTR150-25SAT3-240G,OCZ,Vector 150 240GB,264,91.3,1161,https://ssd.userbenchmark.com/OCZ-Vector-150-240GB/Rating/1748
SSD,CT500BX100SSD1,Crucial,BX100 500GB,265,91.2,6416,https://ssd.userbenchmark.com/Crucial-BX100-500GB/Rating/3474
SSD,RADEON-R7SSD-480G,OCZ,AMD Radeon R7 480GB,266,91.1,598,https://ssd.userbenchmark.com/OCZ-AMD-Radeon-R7-480GB/Rating/3507
SSD,MZ-7PD128BW,Samsung,840 Pro 128GB,267,91.1,24509,https://ssd.userbenchmark.com/Samsung-840-Pro-128GB/Rating/1890
SSD,VX500-25SAT3-512G,Toshiba,OCZ VX500 512GB,268,90.9,97,https://ssd.userbenchmark.com/SpeedTest/190983/TOSHIBA-VX500
SSD,VTX4-25SAT3-256G,OCZ,Vertex 4 256GB,269,90.9,6886,https://ssd.userbenchmark.com/OCZ-Vertex-4-256GB/Rating/1315
SSD,VTX460A-25SAT3-480G,OCZ,Vertex 460A 480GB,270,90.8,332,https://ssd.userbenchmark.com/SpeedTest/21677/OCZ-VERTEX460A
SSD,VTX460A-25SAT3-240G,OCZ,Vertex 460A 240GB,271,90.7,855,https://ssd.userbenchmark.com/OCZ-Vertex-460A-240GB/Rating/3147
SSD,MZ-7TE120BW,Samsung,840 Evo 120GB,272,90.6,69830,https://ssd.userbenchmark.com/Samsung-840-Evo-120GB/Rating/1886
SSD,VTR180-25SAT3-240G,Toshiba,OCZ VT180 240GB,273,90.5,93,https://ssd.userbenchmark.com/SpeedTest/171243/TOSHIBA-VT180
SSD,RADEON-R7SSD-240G,OCZ,AMD Radeon R7 240GB,274,90.4,1751,https://ssd.userbenchmark.com/OCZ-AMD-Radeon-R7-240GB/Rating/2492
SSD,VTR180-25SAT3-240G,OCZ,Vector 180 240GB,275,90.3,891,https://ssd.userbenchmark.com/OCZ-Vector-180-240GB/Rating/3493
SSD,CT1024M550SSD1,Crucial,M550 1TB,276,90.3,986,https://ssd.userbenchmark.com/SpeedTest/7108/Crucial-CT1024M550SSD1
SSD,MKNSSDRE1TB,Mushkin,Reactor 1TB,277,90.2,5897,https://ssd.userbenchmark.com/Mushkin-Reactor-1TB/Rating/3583
SSD,VTX460-25SAT3-240G,OCZ,Vertex 460 240GB,278,90.2,1146,https://ssd.userbenchmark.com/OCZ-Vertex-460-240GB/Rating/2043
SSD,SSD7CS2211-960-PB,PNY,CS2211 960GB,279,90.1,155,https://ssd.userbenchmark.com/PNY-CS2211-960GB/Rating/3631
SSD,CT120BX300SSD1,Crucial,BX300 120GB,280,89.9,3323,https://ssd.userbenchmark.com/Crucial-BX300-120GB/Rating/3945
SSD,CSSD-F512GBLX,Corsair,Force LX 512GB,281,89.8,301,https://ssd.userbenchmark.com/SpeedTest/16265/CORSAIR-FORCE-LX-SSD
SSD,CT750MX300SSD1,Crucial,MX300 750GB,282,89.7,13575,https://ssd.userbenchmark.com/Crucial-MX300-750GB/Rating/3644
SSD,PX-256M5P,Plextor,M5 Pro 256GB,283,89.5,1381,https://ssd.userbenchmark.com/Plextor-M5-Pro-256GB/Rating/1410
SSD,MKNSSDRE512GB,Mushkin,Reactor 512GB,284,89.2,597,https://ssd.userbenchmark.com/Mushkin-Reactor-512GB/Rating/3584
SSD,SDSSDXP-240G-G25,SanDisk,Extreme II 240GB,285,89.1,1906,https://ssd.userbenchmark.com/SanDisk-Extreme-II-240GB/Rating/1545
SSD,RVD3X2-FHPX4-480G,OCZ,RevoDrive 3 X2 PCIe 480GB,286,89.1,181,https://ssd.userbenchmark.com/SpeedTest/8804/OCZ-REVODRIVE3-X2
SSD,CT128M550SSD1,Crucial,M550 128GB,287,89.1,1643,https://ssd.userbenchmark.com/Crucial-M550-128GB/Rating/3485
SSD,SB1CSK31MT560-0240,OCZ,Saber 1000 240GB,288,89,79,https://ssd.userbenchmark.com/SpeedTest/36693/OCZ-SABER1000
SSD,PX-256M6S,Plextor,M6S 256GB,289,88.9,1090,https://ssd.userbenchmark.com/Plextor-M6S-256GB/Rating/3505
SSD,THNSNJ256GCSU,Toshiba,HG6 256GB,290,88.8,2144,https://ssd.userbenchmark.com/SpeedTest/11911/TOSHIBA-THNSNJ256GCSU
SSD,ZTSSD-A5P-480G-PE,Zotac,Premium Edition 480GB,291,88.8,210,https://ssd.userbenchmark.com/Zotac-Premium-Edition-480GB/Rating/3599
SSD,TRN150-25SAT3-960G,OCZ,Trion 150 960GB,292,88.6,2322,https://ssd.userbenchmark.com/OCZ-Trion-150-960GB/Rating/3621
SSD,GP-GSTFS30512GTTD,Gigabyte,UD PRO 512GB,293,88.6,1108,https://ssd.userbenchmark.com/SpeedTest/522549/GIGABYTE-GP-GSTFS30512GTTD
SSD,WDS100T1B0A,WD,Blue 1TB,294,88.5,3742,https://ssd.userbenchmark.com/SpeedTest/186717/WDC-WDS100T1B0A-00H9H0
SSD,SHSS37A/240G,HyperX,Savage 240GB,295,88.5,23974,https://ssd.userbenchmark.com/HyperX-Savage-240GB/Rating/3494
SSD,HDTS451XZSTA,Toshiba,Q300 Pro 512GB,296,88.4,89,https://ssd.userbenchmark.com/SpeedTest/57809/TOSHIBA-Q300-Pro
SSD,CT512M550SSD3,Crucial,M550 mSATA 512GB,297,88.3,322,https://ssd.userbenchmark.com/SpeedTest/8510/Crucial-CT512M550SSD3
SSD,SSDPEKKF128GX1,Intel,Pro 6000p NVMe PCIe M.2 128GB,298,88.3,45,https://ssd.userbenchmark.com/SpeedTest/275754/INTEL-SSDPEKKF128G7
SSD,TS512GSSD370,Transcend,SSD370 512GB,299,88.3,965,https://ssd.userbenchmark.com/Transcend-SSD370-512GB/Rating/3472
SSD,WDS250G2B0A,WD,Blue 3D 250GB,300,88.2,10695,https://ssd.userbenchmark.com/WD-Blue-3D-250GB/Rating/3948
SSD,,Samsung,MZFLV256 NVMe PCIe M.2 256GB,301,88.1,3456,https://ssd.userbenchmark.com/SpeedTest/37597/NVMe-SAMSUNG-MZFLV256
SSD,SSDSC2BB800G4,Intel,S3500 Series 800GB,302,88.1,165,https://ssd.userbenchmark.com/SpeedTest/30895/INTEL-SSDSC2BB800G4
SSD,WDS250G2B0B,WD,Blue 3D SATA M.2 250GB,303,87.8,6706,https://ssd.userbenchmark.com/SpeedTest/341807/WDC-WDS250G2B0B-00YS70
SSD,MZ-MTE1T0BW,Samsung,840 Evo mSATA 1TB,304,87.8,364,https://ssd.userbenchmark.com/SpeedTest/10394/Samsung-SSD-840-EVO-1TB-mSATA
SSD,MZ-MTE250BW,Samsung,840 Evo mSATA 250GB,305,87.8,1121,https://ssd.userbenchmark.com/SpeedTest/5250/Samsung-SSD-840-EVO-250GB-mSATA
SSD,SDSSDHII-480G-G25,SanDisk,Ultra II 480GB,306,87.6,34039,https://ssd.userbenchmark.com/SanDisk-Ultra-II-480GB/Rating/3473
SSD,CT256M550SSD3,Crucial,M550 mSATA 256GB,307,87.5,513,https://ssd.userbenchmark.com/SpeedTest/8589/Crucial-CT256M550SSD3
SSD,PX-512M6S,Plextor,M6S 512GB,308,87.5,71,https://ssd.userbenchmark.com/Plextor-M6S-512GB/Rating/3506
SSD,ASP610SS3-1TM-C,Adata,Premier SP610 1TB,309,87.4,96,https://ssd.userbenchmark.com/SpeedTest/19263/ADATA-SP610
SSD,WDS500G1B0A,WD,Blue 500GB,310,87.4,10352,https://ssd.userbenchmark.com/SpeedTest/192687/WDC-WDS500G1B0A-00H9H0
SSD,,PNY,SSD2SC240G5SA754D117-511 240GB,311,87.2,328,https://ssd.userbenchmark.com/SpeedTest/11704/SSD2SC240G5SA754D117-511
SSD,VTX450-25SAT3-256G,OCZ,Vertex 450 256GB,312,87.2,303,https://ssd.userbenchmark.com/OCZ-Vertex-450-256GB/Rating/1605
SSD,ASP610SS3-512GM-C,Adata,Premier SP610 512GB,313,87.2,153,https://ssd.userbenchmark.com/SpeedTest/15096/ADATA-SP610
SSD,CT250BX100SSD1,Crucial,BX100 250GB,314,87.1,24033,https://ssd.userbenchmark.com/Crucial-BX100-250GB/Rating/3145
SSD,,Micron,M600 256GB,315,87.1,529,https://ssd.userbenchmark.com/SpeedTest/24442/Micron-M600-MTFDDAK256MBF
SSD,RADEON-R7SSD-120G,OCZ,AMD Radeon R7 120GB,316,87,1032,https://ssd.userbenchmark.com/OCZ-AMD-Radeon-R7-120GB/Rating/3492
SSD,VTX4-25SAT3-128G,OCZ,Vertex 4 128GB,317,86.8,12406,https://ssd.userbenchmark.com/OCZ-Vertex-4-128GB/Rating/1895
SSD,ASX930SS3-120GM-C,Adata,XPG SX930 120GB,318,86.8,656,https://ssd.userbenchmark.com/Adata-XPG-SX930-120GB/Rating/3635
SSD,,OCZ,AGILITY3 256GB,319,86.8,5,https://ssd.userbenchmark.com/SpeedTest/9551/OCZ-AGILITY3
SSD,VTX460-25SAT3-480G,OCZ,Vertex 460 480GB,320,86.6,270,https://ssd.userbenchmark.com/SpeedTest/11920/OCZ-VERTEX460
SSD,WDS500G1B0B,WD,Blue SATA M.2 500GB,321,86.6,3463,https://ssd.userbenchmark.com/SpeedTest/209713/WDC-WDS500G1B0B-00AS40
SSD,ARC100-25SAT3-240G,OCZ,ARC 100 240GB,322,86.5,7531,https://ssd.userbenchmark.com/OCZ-ARC-100-240GB/Rating/2603
SSD,TS256GSSD370S,Transcend,SSD370S 256GB,323,86.5,7286,https://ssd.userbenchmark.com/SpeedTest/26718/TS256GSSD370S
SSD,CSSD-N240GBXTI,Corsair,Neutron XTi 240GB,324,86.5,499,https://ssd.userbenchmark.com/SpeedTest/159221/Corsair-Neutron-XTI-SSD
SSD,TS1TSSD370,Transcend,SSD370 1TB,325,86.4,158,https://ssd.userbenchmark.com/Transcend-SSD370-1TB/Rating/3579
SSD,CT525MX300SSD1,Crucial,MX300 525GB,326,86.2,54476,https://ssd.userbenchmark.com/Crucial-MX300-525GB/Rating/3643
SSD,SKC400S37/512G,Kingston,SSDNow KC400 512GB,327,86.2,1367,https://ssd.userbenchmark.com/SpeedTest/72936/KINGSTON-SKC400S37512G
SSD,WDS100T1B0B,WD,Blue SATA M.2 1TB,328,86,1280,https://ssd.userbenchmark.com/SpeedTest/199326/WDC-WDS100T1B0B-00AS40
SSD,MZ-MTE500BW,Samsung,840 Evo mSATA 500GB,329,86,484,https://ssd.userbenchmark.com/SpeedTest/10255/Samsung-SSD-840-EVO-500GB-mSATA
SSD,TRN150-25SAT3-480G,OCZ,Trion 150 480GB,330,86,6694,https://ssd.userbenchmark.com/OCZ-Trion-150-480GB/Rating/3620
SSD,CT512MX100SSD1,Crucial,MX100 512GB,331,86,18431,https://ssd.userbenchmark.com/Crucial-MX100-512GB/Rating/3475
SSD,ARC100-25SAT3-480G,OCZ,ARC 100 480GB,332,85.8,1310,https://ssd.userbenchmark.com/OCZ-ARC-100-480GB/Rating/3471
SSD,SHSS37A/120G,HyperX,Savage 120GB,333,85.8,3991,https://ssd.userbenchmark.com/HyperX-Savage-120GB/Rating/3496
SSD,PX-256M6V,Plextor,M6V 256GB,334,85.8,286,https://ssd.userbenchmark.com/Plextor-M6V-256GB/Rating/3499
SSD,VTR180-25SAT3-120G,OCZ,Vector 180 120GB,335,85.8,279,https://ssd.userbenchmark.com/OCZ-Vector-180-120GB/Rating/3495
SSD,SSD7CS2211-240-PB,PNY,CS2211 240GB,336,85.7,977,https://ssd.userbenchmark.com/PNY-CS2211-240GB/Rating/3629
SSD,CT128M550SSD4,Crucial,M550 SATA M.2 128GB,337,85.7,118,https://ssd.userbenchmark.com/SpeedTest/15846/Crucial-CT128M550SSD4
SSD,PX-128M6S,Plextor,M6S 128GB,338,85.7,2347,https://ssd.userbenchmark.com/Plextor-M6S-128GB/Rating/2225
SSD,SSD7CS1311-480-RB,PNY,CS1311 480GB,339,85.5,7736,https://ssd.userbenchmark.com/PNY-CS1311-480GB/Rating/3616
